term_id,term,df
46115,jurymen,35
46116,unwisdom,21
46118,capernaum,14
46119,zebede,15
46120,schoolmen,42
46121,respecteth,3
46122,amain,37
46123,keswick,14
46124,dunblan,4
46125,wentest,9
46126,overdraw,8
46128,newslett,16
46129,chorazin,4
46130,bethsaida,9
46131,abstracted,5
46132,homilet,5
46133,collegi,82
46136,sickb,11
46137,bothi,9
46138,kidderminst,8
46140,unwatch,26
46141,presbyteri,46
46142,unbiass,41
46143,farg,4
46144,gauden,15
46146,boutwel,3
46147,langley,36
46148,supersensu,8
46149,adams,8
46150,monckton,14
46151,gaskel,20
46152,pearson,52
46153,wenlock,11
46154,cassini,11
46155,palfrey,58
46156,godkin,4
46157,delan,9
46158,mcculloch,20
46159,baireuth,10
46160,kinet,13
46161,pennsylvanian,27
46163,whistler,52
46164,ganoid,5
46165,poincar,10
46166,aquina,40
46167,badeau,5
46168,begonia,16
46170,ckh,4
46171,kuhn,13
46173,manchuria,16
46175,ernst,49
46176,apthorp,7
46177,yorkshireman,17
46178,doctrinair,29
46180,pauncefot,5
46183,mach,28
46184,biass,24
46185,marvin,21
46187,slidel,8
46188,yorkshiremen,7
46189,cornewal,4
46190,bric,58
46191,brac,60
46193,rawlin,14
46194,emmon,8
46195,brice,22
46196,jobberi,17
46198,hammerfest,4
46199,roma,56
46201,cohen,25
46202,tterd,8
46203,mmerung,10
46204,frau,84
46205,sturgi,10
46206,nulliti,34
46209,grote,32
46210,froud,46
46211,sothebi,7
46212,stopford,10
46213,pocahonta,25
46214,darwinist,3
46215,cambrian,22
46216,dogwood,37
46217,spauld,15
46218,pedagogi,25
46219,gallatin,20
46220,kepler,37
46221,branli,3
46222,cherbourg,42
46223,bebel,7
46225,balfour,47
46226,sofia,12
46227,leibnitz,41
46229,stoniest,4
46230,parkman,28
46231,faneuil,21
46232,chardon,5
46233,misdirect,60
46234,websterian,4
46236,tocquevil,19
46237,bourgeoisi,39
46238,deism,20
46240,trenton,39
46241,stye,27
46242,catalpa,12
46243,soiler,6
46244,caleb,48
46245,transcendent,86
46246,lafarg,4
46247,judkin,6
46248,unrestor,4
46249,carolinian,30
46251,ringen,4
46252,guelph,25
46253,ghibellin,20
46258,residuum,30
46259,cavour,27
46260,oxenstiern,5
46262,shakespearian,25
46263,malvolio,6
46264,macaw,7
46265,alderley,6
46266,moran,18
46268,octogenarian,45
46269,rosamund,13
46271,gotha,37
46272,morley,76
46274,dundreari,8
46275,birthmark,10
46276,dotag,53
46277,interregnum,34
46278,smalley,5
46279,castiglion,18
46280,rarebit,12
46281,wrekin,4
46282,vettura,3
46283,baden,85
46285,gia,11
46286,signpost,18
46287,kinglak,12
46288,glaciat,5
46289,campagna,42
46290,buildwa,3
46291,trilobit,12
46293,texan,26
46294,dohna,6
46295,nordhoff,3
46297,bagni,3
46298,lucca,38
46299,marseillais,43
46300,dennett,6
46301,salic,15
46303,wapiti,6
46304,nicolay,7
46305,furka,3
46306,sixtieth,51
46307,reclu,7
46308,coutanc,8
46310,assisi,37
46311,gt,5
46312,vertigin,7
46313,lourd,24
46314,naturam,15
46316,vuol,5
46317,ming,26
46318,stickney,11
46321,kropotkin,5
46322,collectivist,5
46323,caspian,37
46324,trondhjem,9
46326,acrobat,78
46327,jaur,3
46328,tergo,9
46330,dualism,32
46331,roentgen,5
46333,quidquam,8
46336,joinvil,19
46337,hippo,23
46338,ean,6
46339,nder,22
46340,gargantua,15
46341,sickroom,22
46342,pennyroy,15
46344,pignut,6
46346,irreduc,17
46347,thornless,10
46348,shadeless,10
46349,purloin,60
46352,lunt,8
46353,buckminst,4
46354,expiatori,13
46355,clerkship,47
46356,eter,5
46359,honorarium,16
46362,guizot,48
46363,quentin,54
46364,durward,15
46365,ivanho,38
46368,amboy,20
46369,unfenc,14
46371,whitey,21
46372,tammani,31
46373,dixwel,3
46374,longworth,9
46375,primigeniu,4
46376,mormon,83
46377,paleontolog,14
46378,felton,21
46380,unexpos,11
46381,rapidest,4
46382,asinorum,7
46383,drearier,23
46384,footboard,22
46385,hatchment,16
46386,osi,4
46387,ostad,5
46388,tenier,15
46389,malmsey,8
46391,bureaucrat,36
46393,thiergarten,4
46394,unintend,19
46395,sinfoni,3
46396,hau,35
46397,frauen,7
46400,auch,33
46401,sistin,34
46402,thun,18
46403,armistic,92
46404,gothard,14
46405,innsbruck,13
46408,spitz,17
46409,reichenbach,13
46410,unexcav,3
46411,rienzi,12
46412,gracchu,8
46414,pippa,8
46415,mommsen,16
46416,caracciolo,6
46417,spartacu,13
46418,condottier,10
46419,anglai,52
46420,brohan,3
46422,gil,36
46423,perez,31
46424,antecessor,4
46426,sapientia,14
46427,mundu,12
46428,regitur,4
46429,lovejoy,19
46430,bouff,20
46434,reuter,17
46435,surtout,42
46436,falstaffian,6
46439,capuan,4
46440,parliamentarian,22
46441,peau,14
46442,rhinoc,3
46444,sympathiqu,3
46448,borthwick,5
46449,musuru,3
46450,azeglio,4
46451,apponyi,3
46452,weyer,3
46453,tise,9
46456,faustin,8
46457,enck,6
46458,quant,12
46459,croit,15
46460,moxon,6
46462,selborn,20
46463,abstent,31
46464,accompli,20
46467,sothern,7
46468,fowel,4
46469,cockburn,24
46470,overbor,10
46472,trimmer,39
46473,puffendorf,6
46475,grevil,32
46477,undiplomat,6
46478,lyndhurst,16
46479,maggot,47
46480,capot,20
46481,cherubino,7
46482,lothrop,24
46483,gunter,20
46484,jowett,24
46487,hallam,47
46489,sorrento,27
46490,perugia,26
46491,spl,6
46492,loggerhead,36
46493,bac,21
46495,parnasso,3
46496,questo,12
46498,nol,7
46502,tutt,16
46503,gelosi,3
46504,sasso,3
46507,spotti,18
46508,anecdotag,4
46511,apologia,25
46513,olit,3
46514,marxist,8
46516,posteriori,13
46517,principia,28
46519,northang,4
46521,boscobel,4
46522,cader,7
46523,idri,10
46524,bridgnorth,3
46525,soutien,3
46526,polyp,17
46528,athanasian,10
46529,trevi,10
46530,tugboat,11
46531,brevoort,8
46533,jetsam,21
46534,cracow,22
46537,yiddish,19
46538,newspapermen,9
46539,ranker,10
46543,watterson,8
46544,struve,4
46545,moorfield,8
46546,moneylend,12
46547,maupass,23
46548,unintellectu,19
46550,northeastern,48
46551,samana,8
46552,talleyrand,45
46553,retz,14
46554,clumsiest,19
46555,lockjaw,14
46556,ouchi,7
46557,meyerb,17
46558,marchon,3
46559,frelinghuysen,8
46560,bursar,9
46561,mclennan,3
46562,loosest,7
46564,barbarossa,29
46565,editorship,49
46566,avatar,13
46567,fruiti,12
46568,mandalay,8
46569,wittiest,26
46570,esop,7
46571,schurz,9
46573,lect,33
46576,kamtchatka,6
46577,kamakura,4
46580,deesid,5
46581,bourk,13
46583,wolcott,15
46584,dynast,29
46586,zermatt,9
46587,croupier,22
46589,paquin,6
46590,purist,25
46591,girgenti,5
46593,amp,20
46594,erg,11
46595,frewen,4
46597,teton,13
46598,hallett,4
46600,hofer,11
46604,stiver,22
46605,halm,5
46606,fiance,20
46609,bergen,48
46610,undamag,28
46611,galer,6
46612,volsung,6
46613,bestead,4
46614,holberg,8
46615,pelf,32
46616,gudrun,4
46617,collett,7
46620,nationalist,49
46622,familia,10
46624,alv,8
46625,afflatu,14
46627,besprent,7
46628,cheerier,12
46630,avanc,9
46631,unstamp,10
46632,twangl,3
46633,knudsen,3
46634,pauperis,9
46635,strasburg,67
46636,burnel,7
46637,scantl,23
46638,upspr,3
46639,brio,4
46640,culli,11
46641,ballarat,9
46642,unreconcil,23
46643,songless,13
46644,croft,47
46646,allai,4
46648,slili,32
46649,bungler,34
46651,mannikin,20
46652,contrair,14
46653,doughtiest,4
46654,paean,27
46656,corslet,13
46657,easel,68
46658,mateless,5
46659,lamplit,8
46660,manteau,9
46661,bombasin,3
46662,boggl,27
46663,suff,14
46664,grano,8
46665,picklock,5
46667,undreamt,24
46668,bluebel,42
46669,whitsun,12
46670,flowerpot,3
46672,beyrout,7
46673,everlasting,5
46674,henpeck,17
46675,fann,8
46676,muniment,16
46677,rive,50
46678,feuilleton,10
46679,paletot,8
46681,lordless,3
46682,aquiesc,3
46684,clipt,9
46685,compost,23
46687,volet,5
46689,restat,35
46690,protocol,35
46691,tragi,27
46692,evilli,33
46693,humankind,32
46694,proser,8
46695,unbat,3
46697,cither,3
46698,pollen,57
46702,hansen,23
46704,kriemhild,3
46705,nibelungenli,4
46708,eddic,21
46710,quintessenti,10
46711,flavourless,7
46712,jaeger,14
46713,dalesman,4
46716,hers,12
46717,porphyriu,7
46718,gorgo,4
46720,dionysu,21
46721,papia,6
46723,daemon,20
46726,theophilu,46
46727,mareoti,4
46729,siriu,31
46730,linu,9
46731,drachma,19
46732,serapeum,7
46734,callia,6
46735,hiero,11
46736,windowless,35
46737,lendeth,7
46741,nome,25
46743,posidoniu,11
46744,hera,21
46745,lotus,5
46746,leontium,4
46747,odeum,7
46748,cowhous,8
46749,plutu,16
46750,metop,10
46752,gaudili,47
46753,primaev,7
46754,overhasti,6
46755,cathedra,23
46756,silphium,4
46757,cyrenaica,5
46758,hispania,9
46759,freeborn,12
46761,belgica,6
46762,mosel,45
46763,syru,7
46764,onia,7
46766,juicier,4
46767,canop,9
46769,bulgar,9
46770,royat,5
46771,joann,26
46772,blazer,32
46776,brocard,3
46777,bourboul,4
46778,beerbohm,8
46780,pointsman,4
46781,hamley,5
46783,phrenolog,40
46785,pluviu,3
46786,darnley,16
46787,bulgaria,45
46789,stamboul,15
46793,bilk,19
46794,aker,10
46795,walrond,4
46796,etabliss,8
46798,guignol,4
46799,chinois,3
46801,twickenham,21
46802,chantant,12
46803,consomm,14
46804,dessou,6
46805,ogiv,7
46808,particuli,18
46809,donzel,3
46810,gardien,4
46811,pourboir,9
46812,corat,4
46813,peintur,11
46814,donjon,24
46816,oubliett,12
46817,profond,12
46820,grenier,14
46822,chauv,4
46823,itin,7
46824,rair,20
46825,diamant,10
46827,diluvi,10
46829,rial,49
46830,etheri,8
46831,bartizan,7
46832,beaumanoir,7
46833,windbag,10
46834,askew,47
46835,clemenceau,12
46837,poulter,21
46838,manvil,13
46840,lesse,42
46841,pollock,25
46842,besant,28
46843,lengthili,11
46844,scoundrelli,20
46845,myrmidon,36
46847,claptrap,11
46848,schlemil,3
46849,shadowless,20
46850,reshap,20
46851,grimthorp,4
46852,symon,23
46853,dislimn,3
46854,coburg,18
46856,balaklava,13
46857,inkerman,11
46858,medjidi,7
46859,kebir,12
46862,tigerish,26
46863,fawningli,3
46864,depilatori,4
46865,eighteenp,23
46866,slog,17
46867,wielder,21
46869,coblenz,14
46870,continong,3
46871,luge,8
46872,guv,41
46873,atter,6
46876,plumcak,3
46878,mountjoy,11
46880,rhoda,19
46882,louvain,45
46883,linvil,3
46885,redburn,3
46887,angleterr,43
46890,auteuil,14
46892,mickey,17
46893,garvan,3
46894,kerri,44
46897,annan,11
46898,francai,24
46899,scenario,27
46900,postmark,73
46901,handcuf,34
46902,ostler,47
46903,holyhead,25
46904,muswel,5
46905,undemonstr,48
46906,highgat,26
46907,chimneypiec,16
46908,benefactress,47
46909,armoir,10
46910,tenpenc,24
46912,denham,29
46913,rusk,25
46914,farse,7
46916,kindheart,15
46917,hurdl,87
46918,holofern,14
46921,stewardess,27
46922,playgoer,12
46923,overeat,6
46924,margaux,6
46925,tippl,48
46928,hiccup,23
46929,cellaret,6
46930,irreclaim,22
46931,earthlier,4
46932,needlewoman,15
46933,corday,13
46934,overact,9
46935,greatcoat,54
46936,flimsili,3
46937,friendliest,42
46938,elocutionari,10
46939,curacoa,5
46942,misquot,32
46943,avez,30
46944,dedan,9
46945,unreward,42
46946,notepap,28
46947,sleepiest,4
46951,chemin,35
46952,ceintur,5
46957,schneider,28
46958,simkin,4
46959,laon,28
46961,rentier,8
46963,menag,15
46964,constitit,3
46965,piquanc,62
46966,general,31
46967,transatlantiqu,5
46968,tauchnitz,13
46969,constabulari,26
46971,fenwick,26
46972,barkley,8
46973,sunburi,5
46975,charnock,5
46976,lennard,3
46977,gaveston,7
46980,parkyn,3
46981,rookwood,8
46982,boyn,26
46983,cranburn,4
46985,leadenhal,20
46987,poo,15
46988,kneller,12
46989,recomp,17
46990,villar,22
46991,templer,5
46992,unshrink,16
46993,clone,6
46994,unduti,38
46996,soi,31
46997,coiner,31
46998,roquelaur,5
46999,turnham,9
47000,rashest,5
47001,majeur,6
47002,turnkey,34
47003,tinsley,5
47005,pobox,3
47006,cimon,8
47007,accliv,43
47008,farrow,11
47009,lini,7
47011,dunkerqu,9
47012,incarnadin,8
47013,alchymist,7
47014,elizabethan,108
47015,scape,97
47016,horsepond,4
47019,tendanc,21
47020,unmurmur,12
47021,hounslow,18
47022,wycomb,7
47023,marlow,45
47025,oxonian,16
47026,unresolv,15
47027,nonjuror,6
47029,minister,3
47032,nazarit,10
47033,shea,28
47034,waterford,37
47035,ungentlemanlik,6
47036,launcelot,23
47037,pettifog,13
47038,daisic,4
47039,northman,13
47040,sequor,8
47041,turtledov,7
47042,vintner,19
47043,wimpl,25
47045,berang,11
47047,voil,58
47049,abandonn,7
47053,jocularli,40
47054,noak,5
47055,disant,20
47056,torci,7
47057,queasi,12
47058,stickler,45
47060,vitup,16
47062,unmoor,15
47063,colloc,23
47065,hobbyhors,5
47067,objurg,38
47070,stoup,23
47075,unhang,8
47076,partout,13
47077,orangemen,14
47078,moonless,51
47080,phoo,5
47081,aesop,27
47083,postboy,17
47084,subtilti,25
47086,unintimid,3
47087,unreprov,11
47088,descant,77
47089,washerwomen,26
47090,sempstress,17
47091,ephemeri,12
47093,aspic,18
47095,unrepin,5
47096,thriven,37
47097,argosi,30
47099,mispris,8
47100,unhung,9
47101,hitherward,19
47103,noll,15
47104,prosequi,9
47105,runag,9
47106,misappl,26
47107,unappropri,18
47108,domic,3
47109,clearstori,3
47110,duomo,20
47111,baptisteri,16
47112,entablatur,31
47113,polygon,42
47114,architrav,37
47115,aps,30
47116,loggia,20
47117,bramant,7
47118,hagia,4
47120,martino,13
47121,cir,12
47123,baukunst,3
47124,hypostyl,3
47125,chevet,4
47126,chald,9
47127,propyl,8
47128,triforium,13
47129,maggior,43
47130,certosa,5
47131,pylon,14
47133,mullion,45
47134,triglyph,5
47135,vignola,3
47137,abou,34
47138,bloi,35
47139,beauvai,33
47140,baroqu,13
47141,gallo,24
47142,palladio,12
47143,corbel,15
47144,ambulatori,18
47145,brunelleschi,8
47147,lycian,13
47148,ramesseum,3
47149,persepoli,19
47150,lateran,30
47151,alhambra,48
47152,piacenza,15
47153,reber,3
47154,amenophi,5
47155,pragu,81
47156,viollet,7
47157,bn,3
47158,medinet,4
47159,limburg,17
47160,ulm,27
47161,acanthu,20
47162,periclean,3
47163,apsid,11
47168,moresqu,6
47169,abydo,16
47170,khorsabad,6
47172,erechtheum,5
47174,cordova,50
47175,albi,23
47176,hathor,8
47177,giorgio,25
47178,pistoia,6
47179,orvieto,13
47180,caen,37
47181,hildesheim,7
47182,soisson,36
47183,narbonn,24
47184,bruge,52
47185,vicenza,21
47186,chipiez,3
47188,atreu,13
47189,agrigentum,11
47190,spalato,4
47192,riccardi,6
47193,ptolema,15
47194,monolith,26
47195,dentil,5
47196,luxor,13
47197,cavetto,4
47198,stoa,7
47199,brescia,28
47200,tienn,28
47201,finial,11
47202,croce,32
47203,peruzzi,4
47204,sansovino,8
47205,cancelleria,5
47207,teaux,19
47211,stuttgart,51
47212,cour,67
47213,maclou,3
47214,vecchio,23
47215,giraud,8
47216,panth,10
47218,tanjor,6
47219,deir,11
47220,nimroud,4
47221,stylob,4
47222,soffit,6
47223,selinu,5
47226,bsch,4
47227,apollinar,5
47228,alcazar,9
47230,osman,24
47231,gwalior,9
47232,loir,71
47233,cluni,31
47234,novella,12
47235,petronio,3
47236,pubblico,4
47237,grazi,13
47238,giuliano,10
47239,lombardo,3
47240,agnolo,3
47242,bernini,14
47243,palladian,13
47244,lemerci,4
47245,ellora,3
47247,eclectic,20
47249,halicarnassu,16
47250,bozrah,3
47251,taj,16
47252,mahal,14
47254,ambrogio,8
47255,ouen,11
47256,marburg,13
47257,spirito,14
47258,chambord,11
47259,sulpic,17
47262,madelein,52
47263,denkm,3
47264,denderah,3
47265,nubia,20
47266,pers,13
47267,myra,20
47268,grec,13
47269,tiryn,10
47271,nao,10
47273,podium,8
47274,baalbec,12
47275,narthex,5
47279,giralda,7
47280,ispahan,16
47281,akbar,17
47283,abbay,15
47284,trinit,10
47285,limog,30
47286,landshut,10
47288,domenico,23
47289,palustr,4
47290,robbia,7
47291,ospedal,3
47294,giulio,25
47299,madura,8
47300,dictionnair,39
47302,sargon,6
47303,lysicr,3
47304,virili,9
47305,costanza,8
47306,kalb,15
47308,spandril,5
47309,bey,62
47312,perigueux,3
47314,lanzi,8
47315,strozzi,13
47316,luxemburg,25
47317,abacu,18
47318,thothm,4
47321,echinu,9
47322,archivolt,6
47323,lycia,18
47324,xerx,42
47327,asso,8
47328,vitruviu,22
47329,athena,29
47330,odeon,8
47331,capitolinu,8
47332,pola,10
47333,degli,21
47334,miniato,7
47335,battista,20
47336,hispano,4
47339,venetia,24
47340,arnolfo,3
47341,cambio,3
47342,predominantli,31
47343,aquitania,4
47345,viterbo,18
47346,bergamo,19
47347,puy,21
47349,lahn,5
47350,waltham,17
47351,avila,18
47352,nster,18
47353,coblentz,26
47354,gerona,6
47355,moat,164
47357,ck,44
47358,ypre,33
47359,dominican,81
47360,talenti,3
47361,benedetto,14
47362,bernardo,22
47363,baccio,6
47365,fontana,14
47366,alessi,3
47369,orm,30
47374,salsett,4
47375,benar,24
47379,handbuch,20
47380,choisi,22
47381,osirid,3
47382,iffley,6
47385,burghley,8
47389,longchamp,18
47392,dolmen,6
47394,ghizeh,4
47396,arris,4
47398,quatrefoil,7
47404,plinth,22
47405,polychromi,3
47406,nippur,3
47408,palmett,3
47409,texier,4
47415,delo,23
47416,argo,38
47417,intercolumni,4
47419,prien,5
47421,hyp,6
47422,waldstein,9
47423,ictinu,6
47426,quoin,8
47427,nerva,9
47428,tepidarium,3
47429,caligula,39
47430,septimiu,22
47432,rimini,27
47435,agnes,4
47437,asti,20
47441,voussoir,5
47442,meidan,3
47443,pathan,10
47445,squinch,3
47447,brusa,3
47448,ahmet,3
47449,prato,9
47451,monreal,8
47452,cahor,14
47453,issoir,3
47454,moissac,4
47456,rickman,6
47457,fulda,17
47458,laach,3
47460,bremen,56
47461,minden,13
47462,magdeburg,33
47464,rayonn,5
47465,rodez,5
47466,colonnett,3
47467,cistercian,29
47468,spanien,4
47469,kuttenberg,4
47470,erwin,6
47471,halberstadt,6
47472,sebald,6
47473,meissen,18
47474,batalha,4
47475,anastasia,9
47476,vercelli,7
47477,pisano,6
47478,podest,6
47479,contarini,8
47481,governo,7
47482,quattrocento,3
47483,michelozzi,3
47488,braccio,3
47489,galeazzo,10
47493,cortona,5
47494,ambois,15
47495,goujon,4
47496,bross,12
47497,chu,17
47498,brugh,6
47501,wiener,20
47502,vischer,8
47504,alcala,14
47509,bagh,4
47516,vellor,7
47517,rath,20
47520,klassischen,6
47522,spier,10
47523,chorag,3
47524,pansa,6
47526,warfield,10
47531,megalith,5
47532,tir,34
47534,theban,41
47535,bubasti,4
47538,seti,7
47539,xviiith,6
47541,simbel,6
47545,hossein,4
47547,astrag,4
47548,flandin,3
47549,erech,6
47550,bir,12
47551,kasr,4
47552,substructur,13
47553,caria,11
47554,vog,4
47555,cypriot,8
47556,stele,8
47558,wilkin,63
47559,dorian,29
47560,gutt,3
47562,clepsydra,8
47565,thral,3
47568,alti,14
47571,artemisium,5
47572,eumen,9
47574,atticu,18
47576,eleusi,19
47577,anta,7
47578,lanciani,3
47579,modillion,3
47580,cloaca,8
47581,stator,8
47582,albano,23
47583,mummiu,5
47584,ultor,3
47585,reggio,21
47586,hauran,3
47587,sempronian,3
47588,ulpian,3
47589,cestiu,5
47590,metella,7
47591,medica,57
47593,confessio,11
47594,salonica,10
47595,hierapoli,6
47596,pergamu,15
47598,anthemiu,4
47601,medina,44
47602,abd,25
47603,ibn,19
47609,khal,3
47610,fs,3
47611,khalif,8
47612,moham,80
47613,tabriz,5
47616,oge,10
47618,mahmud,8
47620,yeni,3
47621,soliman,8
47623,kiosqu,5
47625,italo,5
47626,piev,3
47627,frediano,4
47628,vasari,18
47630,trophim,5
47631,autun,14
47632,langr,14
47633,niccolo,10
47638,hardt,4
47641,gelt,7
47643,goslar,4
47646,caract,27
47647,lassu,4
47648,evreux,12
47649,vincenn,25
47650,alen,26
47651,meaux,23
47652,urbain,12
47655,cath,15
47656,kirkstal,3
47657,wykeham,7
47662,xanten,4
47663,aschaffenburg,13
47666,osnabr,5
47667,riel,21
47668,regensburg,14
47671,marienburg,9
47674,guildhal,39
47675,gudul,7
47678,masterwork,7
47679,manresa,3
47680,astorga,6
47681,lonja,3
47682,toscan,4
47683,jacobu,23
47686,gloriosa,6
47687,sopra,12
47688,sisto,8
47690,foscari,8
47692,caval,4
47693,pisani,7
47695,venezia,17
47696,cinquecento,4
47697,pazzi,10
47699,innocenti,5
47707,fava,4
47709,tullio,4
47711,dario,5
47713,urbino,26
47714,alphonso,29
47715,gravina,8
47716,baldassar,4
47718,tatti,10
47720,montorio,5
47721,guadagni,3
47723,cola,12
47724,biagio,3
47725,montepulciano,3
47727,capra,5
47728,durazzo,9
47729,pesaro,10
47731,paola,4
47732,campidoglio,3
47735,chenonceaux,9
47738,philibert,15
47739,chantilli,21
47740,pavillon,10
47741,galeri,14
47743,decin,16
47745,flori,13
47746,lieven,6
47747,hendrik,15
47748,keyser,14
47749,nicodemu,35
47750,tessin,5
47751,deutschland,25
47753,spital,5
47754,carinthia,15
47756,torgau,10
47758,lira,14
47760,brieg,5
47763,lhausen,4
47766,jaen,5
47767,escuri,14
47769,aranjuez,9
47770,carrousel,14
47771,gislatif,4
47775,clothild,4
47776,baltard,3
47778,gare,35
47779,emmanuel,59
47780,annapoli,36
47781,renwick,11
47782,biltmor,3
47787,orissa,9
47788,puri,15
47798,conjeveram,5
47803,rutger,12
47804,marquand,6
47808,gwilt,3
47809,recueil,22
47810,kugler,5
47811,mahm,3
47812,mariett,13
47813,priss,3
47814,avenn,4
47815,hykso,3
47816,saitic,4
47818,sakkarah,3
47820,proto,14
47821,amada,4
47822,bab,36
47824,xixth,7
47825,xxth,3
47827,kab,8
47832,wali,6
47833,campaniform,3
47835,toru,9
47837,amarna,3
47840,botta,10
47841,niniv,7
47842,niffer,5
47845,nazir,6
47846,shalmanes,10
47847,bani,9
47848,mosul,13
47850,asi,17
47851,mineur,9
47853,zerubbabel,9
47854,baumeist,4
47855,adler,27
47857,penros,17
47858,cia,15
47859,psammetichu,3
47860,naukrati,4
47862,cyclopean,26
47864,nia,22
47865,chamfer,5
47868,andronicu,24
47871,dipter,7
47875,panathena,6
47876,gina,13
47877,polychromat,4
47878,pentel,4
47879,heracl,16
47880,callicr,5
47881,nike,8
47885,attalu,14
47886,pergamon,4
47888,agora,13
47889,dionysiac,6
47890,dipl,3
47895,troa,11
47896,satyru,4
47897,pythiu,3
47898,xanthu,10
47900,segesta,5
47901,ashlar,9
47902,reticulatum,6
47903,incertum,5
47906,volterra,4
47907,octavia,16
47908,stabi,4
47912,laconicum,3
47913,statiliu,5
47915,alcantara,14
47917,benevento,8
47918,christlichen,4
47919,chr,35
47921,bema,3
47922,ambon,5
47924,stylit,11
47925,angora,17
47926,emir,30
47929,trastever,6
47930,evangelista,6
47931,decagon,4
47932,toscanella,3
47934,oculu,5
47935,trall,5
47937,aya,5
47939,melek,4
47943,pilat,68
47946,ctesiphon,10
47949,hussein,16
47954,adrianopl,16
47955,azhar,3
47957,sinan,3
47958,tarragona,15
47959,nouri,3
47960,chapuy,5
47961,osten,5
47963,fleuri,29
47970,zara,10
47971,sernin,4
47974,kunst,17
47975,mittelalt,11
47981,isidoro,4
47982,compostella,12
47984,merseburg,4
47985,adami,4
47987,episcopaci,25
47989,cambray,21
47990,lisieux,15
47991,verin,4
47994,beaun,8
47995,provin,8
47996,britton,23
47997,anselm,33
47998,severey,3
48001,amil,4
48004,salzburg,18
48005,erzgebirg,5
48006,alsac,68
48008,chemnitz,5
48010,marienwerd,5
48014,mechlin,25
48015,gand,10
48017,manoel,4
48018,rlitz,6
48019,bavon,7
48020,delft,33
48022,cimabu,15
48023,fabri,10
48024,gaddi,9
48026,cion,4
48027,chiara,8
48029,burckhardt,14
48033,ntz,7
48034,donatello,13
48035,carceri,4
48036,frati,6
48037,rucellai,4
48040,portinari,5
48041,scuola,7
48043,buon,20
48045,vendramin,3
48051,buonarotti,8
48052,barozzi,5
48053,damaso,4
48054,gondi,4
48060,mezzanin,6
48061,massimi,4
48062,sacchetti,3
48063,farnesina,5
48065,annibal,5
48066,lippi,14
48069,chigi,14
48071,salvator,8
48073,formosa,29
48074,todi,10
48076,redentor,3
48077,carignano,4
48078,sixtu,28
48079,sapienza,4
48080,canossa,5
48081,verzi,3
48082,grimani,5
48083,cornaro,10
48087,balbi,8
48088,brignol,5
48091,pallavicini,5
48094,vitelli,6
48095,corsini,10
48096,galilei,6
48097,fuga,8
48098,loggi,6
48100,salvi,4
48102,bianchi,17
48103,badia,4
48105,loreto,5
48106,vigna,5
48107,santi,11
48108,choix,6
48109,columb,4
48110,gaillon,6
48113,muett,6
48118,beaugenc,3
48119,moret,6
48122,ecouen,4
48123,anet,5
48124,anci,3
48125,verneuil,14
48131,servandoni,3
48133,marsan,6
48134,soubis,6
48136,haddon,14
48141,jansen,26
48144,longleat,3
48145,walbrook,8
48146,sheldonian,7
48147,woolnoth,3
48150,saumon,8
48151,greff,3
48153,fenestr,6
48154,noort,3
48155,hans,16
48158,milanes,29
48160,bau,7
48161,jagellon,4
48162,marini,7
48163,hradschin,3
48169,residenz,4
48171,aken,4
48172,plassenburg,3
48173,kaspar,10
48174,schweinfurt,4
48175,rothenburg,3
48176,wolfenb,9
48177,ttel,12
48181,hirschvogel,3
48182,ritter,35
48183,plateresqu,3
48185,girolamo,12
48188,infantado,5
48189,guadalajara,9
48191,collegio,7
48193,pilato,3
48195,ruiz,10
48196,ildefonso,13
48197,tucson,8
48198,seco,12
48202,tavera,4
48203,soan,4
48205,borromeo,15
48210,ude,3
48214,vignon,3
48216,colonn,8
48217,juillet,6
48220,kazan,6
48222,bellevil,17
48223,chaptal,7
48224,abadi,3
48230,carlsruh,14
48235,schmidt,64
48236,buda,21
48237,pesth,20
48238,pugin,8
48239,waterhous,9
48243,westov,6
48244,harwood,18
48245,gambrel,10
48246,hallet,5
48247,bulfinch,12
48250,villard,8
48251,ashevil,5
48252,ponc,26
48253,asoka,6
48257,buddh,3
48258,bactrian,10
48260,takht,4
48264,rana,8
48268,sri,6
48273,teli,13
48282,parvati,4
48284,nankin,8
48285,tokio,17
48287,cuttack,3
48290,highlight,23
48291,referenc,9
48293,ferdinando,15
48294,gerhardt,8
48296,popup,14
48297,bosc,4
48298,encycloped,8
48299,planat,4
48300,hlmann,4
48301,paral,9
48302,gailhabaud,3
48305,reynaud,8
48307,vignol,5
48309,mentair,4
48310,guadet,3
48311,tuckerman,7
48312,scranton,14
48313,seater,8
48314,hoppin,18
48315,reformat,7
48316,babcock,16
48317,desor,3
48319,neufchatel,13
48320,rougemont,7
48321,wattl,71
48323,menhir,5
48324,cromlech,12
48325,aveburi,7
48327,silburi,3
48330,carnac,5
48332,champollion,13
48334,egyptien,4
48336,antiquit,25
48337,lepsiu,7
48338,aegypten,3
48341,monumenti,8
48342,egitto,5
48343,tani,9
48351,syrinx,9
48352,fellaheen,8
48353,corv,12
48355,xiith,8
48358,ari,66
48365,ombo,3
48367,layard,22
48368,susiana,8
48371,warka,4
48372,planetari,69
48376,rusalem,5
48377,cambys,9
48378,menid,3
48379,kiosk,26
48380,syro,12
48381,moriah,12
